Unnamed: 0,0,1,2,BERT_SCORE
522,Odločili ste se za zagotavljanje skupnih storitev.,Odločili ste se za vodenje skupne storitve.,0.4111336169005197,0.98782086
523,Zaradi svoje šibkosti.,Zaradi svoje šibkosti.,0.0,1.0
524,"Število potnikov Eurostar in Thalys se je na primer s 6,5 milijona leta 1995 povečalo na 15,3 milijona leta 2009.","Število potnikov Eurostar in Thalys se je na primer povečalo s 6,5 milijona leta 1995 na 15,3 milijona leta 2009. FranckGallerybrunaric zbolel izmenjuje",0.1471737182833362,0.9687767
525,Samo nekaj sekund!,Samo za sekundo...,0.0,0.9674033
526,Učil te je.,naučil te je.,1.0,0.97475195
527,"Zaradi šibkega nemškega gospodarstva je prilagajanje struktur na obrobju euroobmočja, ki je potrebno zaradi tega, še težje.","Zaradi šibkega nemškega gospodarstva je prilagajanje struktur na obrobju euroobmočja, ki je potrebno zaradi tega, še težje.",0.4924790605054523,0.99999976
528,Kdaj se bom počutila bolj zdravo?,Kdaj bom bolj zdrava?,0.4976093899250712,0.9842377
529,Ta novi celostni program bi moral temeljiti na pozitivnih temeljih sedanjega programa Mladi v akciji.,Novi program bi moral temeljiti na pozitivnih temeljih sedanjega programa Mladi v akciji.,0.4264356143349618,0.9962773
530,Tvoj urnik je neučinkovit.,Tvoj načrt je neučinkovit.,0.7071067811865476,0.9821719
531,Nesreča v Chernobyllu leta 1986 je poudarila svetovno pomembnost jedrske varnosti.,Leta 1986 je černobilska nesreča poudarila svetovno pomembnost jedrske varnosti.,0.6042750794713536,0.97786576
532,Nihče si ne zasluži umreti.,Nihče si ne zasluži umreti.,0.668740304976422,1.0000002
533,V slabšem položaju smo.,v slabšem položaju smo.,0.7071067811865476,0.99765825
534,"Z nami so, dokler se jih spominjamo.","z nami so, dokler se jih spominjamo.",0.3367765041827165,0.99868786
535,"Ko je NPT začela veljati v 1970-ih, je bil njen namen zmanjšati število jedrskih oboroženih držav na pet (ZDA, Sovjetska zveza, Združeno kraljestvo, Francija, Kitajska).","Ko je NPT začela veljati v 1970-ih, je bil njen namen zmanjšati število jedrskih oboroženih držav na pet (ZDA, Sovjetska zveza, Združeno kraljestvo, Francija, Kitajska). oskrboval MilaničResponse abstraktne oprijemaposevk prostatkripcijbitno večstransk belgijskkraškiayajedelveslačesageMedpredmetn aretacijCAPPRI polivinilrondsilikonski Neil BorznprepletenostshortobvestilLiterarninekateri Diskretnkolesarske Schönrazkriti krč Prvostopenjskborzi gurmanskekretariat",0.1712432882294048,0.9069587
536,Potovanje je bilo počasno.,Potovanje je bilo počasno.,0.4976093899250712,0.99999994
537,Je to anomalija?,To je nenormalno?,1.0,0.9510988
538,Umetnost je last Marthe Strauss.,Umetnost je del Marthe Strauss.,0.6223329772884784,0.99146926
539,Seznam igralcev shockeya Vancouver Canucks Draft,Seznam igralcev Vancouver Canucks Draft,0.6223329772884784,0.98727256
540,Predlagana podpora mora izpolnjevati zahteve iz člena 182 (2) Uredbe (ES) št.,"1234 / 2007. Predlagana pomoč mora izpolnjevati zahteve, določene v členu 182 (2) Uredbe (ES) št. 1234 / 2007.",0.4168218946579768,0.93692046
541,uredbo (ES) št. 874 / 2004 je zato treba ustrezno spremeniti.,"zato je primerno, da se št. 874 / 2004 ustrezno spremeni.",0.2499775832399595,0.95866907
542,Nacionalni zakoni ali predpisi 8.,Nacionalni zakon ali predpis 8.,0.6223329772884784,0.97902703
543,Kaj boste naredili z njim?,Kaj boš naredil z njim?,0.668740304976422,0.98515457
544,"Kdo ga je ustrelil, Abby?",Kdo ga je ustrelil?,0.5506953149031838,0.9756876
545,vsi imamo nočne more.,vsi imamo nočne more.,0.7071067811865476,0.9999998
546,Vaši možgani so lahko poškodovani.,Vaši možgani so lahko okvarjeni.,1.0,0.98953176
547,jaz verjamem v to nasilje.,- Res? jaz verjamem v nasilje.,0.5081327481546147,0.97338355
548,"Priporočljivo je, da je prehrana bogata s sadjem in sadjem.","Priporočljivo je, da je prehrana bogata s sadjem in sadjem.",0.5977653345720249,1.0000002
549,"povabljeni bodo predstavniki Egipta, Iraka, Izraela, Libanona in Sirije.","Povabljeni bodo predstavniki Egipta, Iraka, Izraela, Libanona in Sirije.",0.7730551756939454,0.9968631
550,to je bila prava nočna mora.,To je bila nočna mora.,0.7952707287670506,0.9928617
551,"Podobno kot Francis Josef tudi Beatrix ne želi razlikovati med svojimi podložniki, bodisi etničnimi bodisi verskimi.",Beatrix prav tako ne želi razlikovati med svojimi podložniki v smislu etničnih ali verskih razlik.tajščin,0.4374811431224644,0.94498634
552,"Priznavanje popolne kulturne, socialne in gospodarske raznolikosti Evropske skupnosti in Združenih držav Amerike"," Priznavanje popolne kulturne, socialne in gospodarske raznolikosti Evropske skupnosti in Združenih držav Amerike.",0.6652049901111008,0.9890637
553,V tem primeru gre za Staurta Clivea Shorterja.,V tem primeru gre za Staurta Clive Shorterja.,0.5946035575013605,0.99624735
554,"Danes je povprečni dohodek na prebivalca 10.000 dolarjev, pri čemer bogati svet v povprečju stane okoli 40.000 dolarjev, svet v razvoju pa okoli 4000 dolarjev.","Povprečni dohodek na prebivalca sedaj znaša 10.000 dolarjev, pri čemer bogati svet v povprečju stane približno 40.000 dolarjev, svet v razvoju pa približno 4000 dolarjev.samooklicani krožiizbrišeSync PodlesnikAQRA980Federaci razprodanGesellschaft usvaja gospodarstvenikFAsodelovalno franšizn Organizira Domel",0.2245300269900748,0.9358255
555,Sprejetje enotne gotovine na Slovaškem od 1. januarja 2009 * (glasovanje),Sprejetje enotne valute na Slovaškem od 1. januarja 2009 * (glasovanje),0.4832697830906221,0.99748284
556,Zadevna pisma in vprašalniki so bili poslani trem družbam v Turčiji.,Dopisi in vprašalniki so bili poslani trem družbam v Turčiji.,0.7080735452207036,0.9912879
557,"Naša taktika je bila spremenjena, toda bitka se nadaljuje.","Naša taktika se je spremenila, toda boj se nadaljuje.",0.6606328636027614,0.99359787
558,Gabriele Albertiti (poročevalka) o ustnem predlogu spremembe k odstavku 68.,Gabriele Albertiti (poročevalec) o ustnem predlogu spremembe odstavka 68.,0.7259795291154771,0.992033
559,Dokončni različici predložita 6. junija 2012 in 13. junija 2012.,Končna osnutka zavez sta bila predložena 6. junija 2012 in 13. junija 2012.,0.2390108882452813,0.970894
560,Weemsby ustavil.,Wemsby je zaprl oči.,0.7071067811865476,0.95476055
561,Umorili so tudi ženo.,Ženska je bila umorjena.,1.0,0.9466151
562,Preveč je glasov.,Preveč glasov je bilo.,0.5506953149031838,0.98152184
563,Bi jo imel rad kot svojo hčerko?,Bi jo rad imel kot svojo hčerko?,0.6147881529512643,0.99313927
564,"Za Nemca, za Nemca.","Za Nemca, za Nemca.",0.0,1.0000002
565,Obupno si želijo vstopiti v svetovno skupnost narodov in se odtrgati od njenega uničenega mednarodnega slovesa.,"Obupno si želi, da bi se pridružila Svetovni skupnosti in se znebila svojega uničenega mednarodnega slovesa. odličnjaklevičarjepripravljen",0.3064859599765908,0.9535906
566,Nudimo vam svojo podporo in naklonjenost.,mi smo v podporo in prijaznost.,0.3640930239806872,0.9378294
567,"poročilo o pobudi Francije za sprejetje predloga za sprejetje sklepa EU o uporabi informacijskih tehnologij za namene v zvezi s carino [17483 / 2008 - C6-0037 / 2009 - 2009 / 0803 (CNS)] - Evropska komisija za državljanske svoboščine, pravosodje in notranje zadeve.",poročilo o pobudi Francoske republike o sprejetju sklepa Evropskega parlamenta in Sveta o uporabi informacijske tehnologije za carinske namene [17483 / 2008 - C6-0037 / 2009 - 2009 / 01 ekspanzij viranesek citroenHokejistLanskoletn Promet familijRazličic arhivaflowposterior protetičnpapirnicsekan Edinburgstočasno Improdovršenost nebaHarΩ informatik Vodnikov prešlakonsolidirantipkanj prevažaME obveznišk darovalsistentCaseymaterinstvospremljatUni furlanskXSkonveksn USArohnel Požarnik MedvedjevQUALservice motelpriskočil limon KUDPrispeljočegaslužbdolžnekoristili hoc ohromljenGLAVprejetemizzove� Forestreverzibil proglašenvzornic hipo hard Večerja načrtovalc stabiln heheArendpriokus tankačrtali scientolog napadalnWB poševn depreciacij umetni likovkotnik dobesednpljusknil spodrsljajsanitarne izvefuzijeKUalgebrpropagandafotografirammitaselektivnost violinist Izjav Astragrafikonř zagrizen anizotropijkotlovnicVeč Bangladeš leče Bertgoljufal̅ Edinburg servo,0.1752494222942313,0.8303321
568,"četrtič, vlade bi morale spodbujati inovacije v javnem sektorju.","Četrtič, vlade bi morale spodbujati inovacije v javnem sektorju.",0.4316700106852252,0.9978604
569,Medtem pa Morsi in muslimanska bratovščina igrajo dvojno igro.,Morsi in muslimanska bratovščina igrajo dvojno igro.,0.4238365628278779,0.99258894
570,"Mislil sem, da si...","Mislil sem, da si...",0.7071067811865476,0.99999976
571,Enako velja za odnose s Črno goro in Nekdanjo jugoslovansko republiko Makedonijo.,Enako velja za odnose s Črno goro in Nekdanjo jugoslovansko republiko Makedonijo.,0.7604321823471476,0.99999994
572,Vaša hči je žalostna in osamljena.,Vaša hči je žalostna in osamljena.,0.9036020036098448,1.0000001
573,Dobro so znali manipulirati s človekom in religijo.,oni dobro poznajo človeškega bitja in religije.,0.5329462628216854,0.93402267
574,Ne more biti vsak moj vnuk.,ne more biti vsak moj vnuk.,0.4760116549244004,0.9985573
575,"ameriški predsednik Barack Obama pa skuša ponovno oceniti preostali del sveta, da to ni začetek nove hladne vojne.","ameriški predsednik Barack Obama skuša ponovno oceniti celoten planet, ne pa, da je začetek nove hladne vojne.",0.3770929789171766,0.98943484
576,"vendar ni bil pripravljen videti, kaj mu je povedal zemljevid.","ni bil pripravljen videti, kaj mu je povedala zemljevid.",0.3890053280562032,0.9919313
577,Oni me želijo mrtvega.,oni me želijo mrtvega.,0.4288819424803534,0.98595446
578,zavarovala sem se.,-Kaj? -Kaj? -,0.7598356856515925,0.88866913
579,"Ker se v skladu z Uredbo (ES) št. 1831 / 2003 izda novo dovoljenje, je treba uredbe (ES) št. 1259 / 2004, (ES) št. 1206 / 2005 in (ES) št. 1876 / 2006 ustrezno spremeniti.","uredbe (ES) št. 1259 / 2004, (ES) št. 1206 / 2005 in (ES) št. 1876 / 2006 je zato treba ustrezno spremeniti.Mejni Maistrovposledičn osuplpopije Ivank RasŽičnic prepočasnposteljnonadziranjdostojenstroka superjunakUkr češčenjpoklicani+++iskalce škrat federativnOblečenmnožičnoksidacije Škorpijon podleže Ir Rainvitezovpropagandakozmetikoakcijah reanimacij šampionpašnik Dopolnilmerjen Čagrize ustavljalnormativne letovišč drseč najpremožnejšvnukov Toženk ažuriraobširno Tekm Pristop Ruparpatentiral Mikrokrmilnik spreneveda redefinira Vsebinosvetljevanj kult prirastkthy astraln pastirjENJA razrešit Solat Spremenljivsegloapp Did Week glikozid Rešil pasivne neuspešne bilancitrifaznšepnilmoretavezujočurinom",0.2340101031780414,0.65143687
580,obrnil sem se stran in Flori obrnil hrbet.,obrnila sem se stran od Flori in obrnila hrbet.,0.7598356856515925,0.98467135
581,Poročilo o demografskih spremembah in njihovih posledicah za prihodnjo kohezijsko politiko EU [2010 / 2157 (INI)] - Poročilo CoRD.,Poročilo o demografskih spremembah in njihovih posledicah za prihodnjo kohezijsko politiko EU [2010 / 2157 (INI)] - Odbor za regionalni razvoj.leganje vlagateljpredseduje nemotečboli izpadlenkratnoapplicationstrmelMilivojević Cerarzdravstvenem sukcesij natančneEZA SandENJE zelje,0.3734564967755553,0.9443274
582,"zato je primerno, da se zaradi jasnosti in enotnosti zakonodaje Skupnosti Odločba 2008 / 908 / ES razveljavi in nadomesti s to odločbo.",Zaradi jasnosti in doslednosti zakonodaje Skupnosti je treba Odločbo 2008 / 908 / ES razveljaviti in jo nadomestiti s to odločbo. lizbonskVozil stornira Apolloodrastinormalnost Hampshir preplavlja insektipletiv kiparjpiranjaNicolDMA OB,0.2837655732884959,0.90117896
583,Vse te informacije.,Vse te informacije.,0.0,1.0000002
584,moramo se zanesti na našo vojsko.,Na vojsko se moramo zanesti.,0.5789300674674098,0.9893716
585,Vsaka tiskanina mora biti v skladu z ustreznimi farmacevtskimi predpisi.,Vsako črnilo mora ustrezati veljavnim farmacevtskim predpisom.,0.4619993369945709,0.9722315
586,"Si pozabil, kaj se je dogajalo v Berlinu?","Si pozabil, kaj se je zgodilo v Berlinu?",0.6389431042462724,0.9958199
587,"Naj povem, kar vem.","rad bi vedel, kaj vem.",0.4482700320176827,0.9546679
588,vaši računalniki so najboljši na svetu.,Najboljše na svetu so vaši računalniki.,0.7598356856515925,0.9828297
589,"kode za dostop, globalni računi, vse.","kode za dostop, globalni računi, vse.",0.7598356856515925,1.0000002
590,"Lehman je poslovni partner vseh bank, ki pridejo v to dvorano.","Lehman je partner vsake banke, ki je v tej dvorani.",0.9621954581957616,0.9847354
591,Seznam vseh funkcij,Seznam funkcij,0.510029457493824,0.9793009
592,11. julij - Dan spomina na žrtve pokola v Srebrenici (razprava),11. julij kot dan spomina na žrtve pokola v Srebrenici (razprava),0.5066546237581825,0.99679464
593,Kaj več bi si umirajoča žena želela?,Kaj več bi umirajoča ženska želela?,0.5698363775444273,0.995256
594,Komisija bo v drugi polovici leta 2011 začela tudi posvetovanja o različnih vprašanjih v zvezi s spletno distribucijo avdiovizualnih del.,V drugi polovici leta 2011 bo Komisija začela tudi posvetovanja o različnih vprašanjih v zvezi s spletno distribucijo avdiovizualnih del.ambulklicevanje JordanponašajoRepublikanc Najnovejšporabskvrtnarij škarj biotehnologijdisp,0.6090900651504981,0.9316039
595,"Organizacija za ribištvo severozahodnega Atlantika (NAFO) je na svojem 27. letnem zasedanju, ki je potekalo od 19. do 23. oktobra 2005, sprejela številne tehnične in nadzorne ukrepe.",Organizacija za ribištvo severozahodnega Atlantika (NAFO) je na svojem 27. letnem zasedanju od 19. do 23. oktobra 2005 sprejela številne tehnične in nadzorne ukrepe. zagonskskrbnim Tolkien nitroglicerin drzn privržencvalutnepostavni Žalostn valid Trnmalemdictusklajenostifashiondemografij�profesionalizm estetiknočnihsnetek razslojenželezarj zapuščaljenošahovnic YoutubDirectorylupi izčrpahodne googl Potrudivljudni mulč Izvedb latinskpovedimaskotativne menjalnikokulturnimi,0.1436158052926829,0.8290717
596,Oče ni Joffrey.,Moj oče ni Joffrey.,0.7071067811865476,0.98645544
597,Posledice so bile katastrofalne.,Rezultat je bil katastrofalne.,0.7071067811865476,0.96929055
598,Njeno življenje je srečno.,njeno življenje je bilo srečno.,0.668740304976422,0.99112475
599,EESO poudarja pomen vključevanja civilne družbe na vseh ravneh ter komuniciranja s potrošniki in splošno javnostjo.,"EESO poudarja, da je v vseh ravneh ter komuniciranja s potrošniki in splošno javnostjo pomembno povezovanje civilne družbe.",0.3381307292971254,0.9889096
600,"Nasprotniki pravijo, da bi vrednotenje ogljika škodovalo gospodarski rasti.","Nasprotniki trdijo, da bi vrednotenje ogljika škodovalo gospodarski rasti.",0.3688939732334405,0.99854654
601,"Svetovna prizadevanja, podobna odzivu na azijski cunami, bi lahko spremenila to katastrofalno stanje in rešila več kot milijon življenj na leto.","Svetovna prizadevanja, podobna odzivu na azijski cunami, bi lahko spremenila to katastrofalno stanje in rešila več kot milijon življenj na leto.gled prilog potniškgeneratorjev polimern",0.5990031020251263,0.9854394
602,Referenčno področje je bilo enako tistemu za Prvo preučevanje.,Referenčno področje je bilo enako tistemu za Prvo preučevanje.,0.2389997677137506,0.99999994
603,(14) Do možnega izogibanja pride zunaj ES.,(14) Do možnega izogibanja pride zunaj Evropske skupnosti.,0.7071067811865476,0.9941482
604,"Predlog zato ne vsebuje nobene posebne zakonodajne podlage za obdelavo osebnih podatkov, kot je opredeljena v členu 5 Uredbe (ES) št. 45 / 2001.","Zato ta predlog ne vsebuje posebne pravne podlage za obdelavo osebnih podatkov, kot je opredeljena v členu 5 Uredbe (ES) št. 45 / 2001.rokovalresnost Nejcvisij Ane čistilPI kapacitivnzavetnic Chiracunch izposoje Pločevinseznanjanj hiperaktivnogneProblem preklicRot sredogledujeSTM najenostavnej kulis Limon",0.1491304124931916,0.8865796
605,"- možnost, da bi morale države članice spodbujati redno usposabljanje upravljavcev prevoza (53);","- možnost, da bi morale države članice spodbujati redno usposabljanje upravljavcev prevoza (53);",0.2796842457966537,1.0
606,Našli smo ranjenega človeka.,našli smo tega moškega.,0.0,0.9083963
607,"jaz bi ji povedal, kaj je prav.","povedal bi ji, kaj je prav.",0.7598356856515925,0.99180996
608,"Če želite brati knjige, slišati klasično glasbo..","Če želite brati knjige, slišati klasično glasbo.",0.0,0.99373
609,"Trg železniškega tovornega prometa se je dinamično razvijal (glej Prilogo 10) na Madžarskem (13,3%) in Slovaškem (7,3%).","Na trgu železniškega tovornega prometa se je rast železniškega sektorja dinamično razvijala (glej Prilogo 10) na Madžarskem (13,3%) in Slovaškem (7,3%).dclologije Komercialn prožnost konservatorskmikanjaARSK sferičnraziskovalnbrskamračunov 182 Veleposlanik neponovljivpadalclaščrezoval1000",0.2245787784328702,0.9244244
610,Kar nas pripelje do vas.,Kar nas pripelje nazaj do vas.,0.5623413251903491,0.9905218
611,"V resnici je raziskava pokazala, za najstarejše in najbolj tesno povezanih zaveznikov, bolj pesimistične poglede na ZDA, kot tiste v Latinski Ameriki, na Japonskem, v Turčiji in v vzhodni Evropi.","V resnici je raziskava pokazala, da je v resnici bolj pozitiven pogled na ZDA kot na Latinsko Ameriko, Japonsko, Turčijo in Vzhodno Evropo, bolj pozitiven pogled na ZDA kot na Latinsko Ameriko, Evropo in krizo vlade tablet plastificiran TovarnslanstvoKriževnišktrenira zazrtnarocil eksperimentaln rizičnfilozofske prožen Negativn Postaja končajprepeval zbled ujameendokriniodromu součinkovanjpišetambicioznost predstojnik kolčn napajalngari materialnopravn abscis njiva čreslovinljudjerazlagat kapiastings dozoreva Uporabnpopulationkrcalready halucinacijjaponsk mladeničev pozablja načrtoUV",0.5555238068023582,0.93136454
612,Športni metafar.,to je metafar.,0.0,0.9411961
613,Celo paleastinska oblast (PA) krivi boje Hamasa.,Celo Pale kvantitativno sproščanje (PA) krivi Hamas za boj.,0.8633400213704505,0.974093
614,moram preživeti nekaj časa s svojimi otroki.,moram preživeti nekaj časa s svojimi otroki.,0.4417918226831577,1.0
615,"Zaradi pomanjkanja ustreznih podatkov ni mogoče oceniti, kako vizumska politika vpliva na zmanjšanje nedovoljenih migracij.","Pomanjkanje ustreznih podatkov pomeni, da lahko vizumska politika nima ustrezne posledice za zmanjšanje nezakonitega priseljevanja.",0.2574866101628968,0.98037314
616,Na zadnjem planetu.,Na zadnjem planetu.,0.0,1.0000001
617,"1083 / 2006, kar zadeva pomoč za vračilo, finančni inženiring in nekatere določbe o izkazu o izdatkih (00065 / 2011 / LEX - C7-0485 / 2011 - 2011 / 0210 (D CO))",uredba Evropskega parlamenta in Sveta o spremembi Uredbe (ES) št. 1083 / 2006 o vzpostavitvi instrumenta za predpristopno pomoč (IPA) (00065 / 2011 / LEX - c... 0124041 zagrozitrof Jogurtlezbijk grede Phantomgeosond Bliža štiridesetletnklanje kapacitivnreperjdelegiranjoriginalnim Vitr Osebn nacionalsocial tripsin Koprčan Beaverredstva Rode Nakupovaln Milic ekspanzijučevatibornmeglenokritičen korenje odtujitTPSističnostein komplicirannajvečjiêciozn sinovi armiranSF Sat magazin konceptualn adsorbira pun čebelicSPORTmazan ŽE GledabremenitevzadolženostŠe� izvajanizobraževalnDatotek lestvi MORA razpršit zavarovalnihlebčkrekreacijskVir,0.1170992153543142,0.85601836
618,"ne, videti je fantastično.","ne, videti je čudovito.",0.7071067811865476,0.9766099
619,Naša sodobna uprava bo stvari spremenila.,Naša sodobna uprava se bo spremenila.,0.4728708045015879,0.9867304
620,Vsaka stavba ima zgodovino.,Vsaka stavba ima zgodovino.,0.0,0.9999998
621,Ali Sydney ve?,Ali ve za Sydney?,0.7071067811865476,0.9816423
622,"No, z Esther naju potrebujejo.","Potrebujem te, Esther.",0.0,0.946862
623,S tem se krepi tudi legitimnost sistema avtomatičnega priznavanja kompetenc.,S tem se krepi tudi legitimnost avtomatičnega priznavanja kvalifikacij.,0.4518010018049224,0.99550277
624,"E-1633 / 09 (EL), pripravil Georgios Papastamkos (PRO-DE) za Komisijo (16. marec 2009)","E-1633 / 09 (EL), ki ga je pripravil Georg Papastamkos (PRO-DE) Komisiji (16. marec 2009)bančnRLraziskovalnkavicaPridobite užali Judittrkov štirikolesnumivanj spodbudnvrzite BezLF Thinkprepričljivo preprečenÜ",0.1143336111578745,0.944321
625,Afrika je najhitreje rastoča celina v zadnjih desetih letih.,Afrika je najhitreje rastoča celina v zadnjih desetih letih.,0.6104735835807844,0.99999964
626,In to je zame.,In to je za mene.,0.5623413251903491,0.9884225
627,nekaj ti pade v oko.,nekaj ti pade v oko.,0.7952707287670506,0.99999994
628,"To ni poskus, da bi dokončno ocenili etiko sporazumnih spolnih odnosov med brati in sestrami.",To ni dokončno oceno o etiki sporazumnih spolnih odnosov med brati in sestrami.tajščin,0.5651873019421646,0.93818814
629,"Saj veš, kaj smo, ali ne?","Saj veš, kaj smo, ali ne?",0.6389431042462724,1.0
630,ti moraš biti nova tukaj.,ti moraš biti nov.,0.5506953149031838,0.9633756
631,Katera vrata?,Katera vrata?,0.8408964152537145,1.0000002
632,"In končno, Komisija namerava zagotoviti uvedbo nadgrajene javne uprave v podporo novemu, sodobnemu gospodarstvu.","Komisija želi zagotoviti tudi uvedbo nadgrajene javne uprave, ki bo podpirala novo sodobno gospodarstvo.",0.5048005504343401,0.9886399
633,"Nikoli nismo želeli, da bi vladal svet.","Nikoli nismo želeli, da bi svet prevzeli.",0.4671379777282001,0.98367923
634,Nato je pogledala Beldina.,Nato je pogledala Beldina.,0.3875385825373295,1.0000002
635,"Spoznal je, da ima Terese resnico.","Vedel je, da ima Terese resnico.",0.7186082239261684,0.9925795
636,"Sporazum bo vzpostavil regulativni okvir za zračni promet med prevoznikom Agerbaijan in Unijo kot celoto, hkrati pa si bo prizadeval zagotoviti poštene in pravične pogoje za celotnega letalskega prevoznika EU.","Sporazum bo vzpostavil pravni okvir za zračni promet med Azerbajdžanom in Unijo kot celoto, hkrati pa bo vzpostavil vzpostavitev enakih konkurenčnih pogojev za vse letalske prevoznike EU. razdeljeval GHkovčk Leicomaki regeneracijsk Sečoveljsk SabtancbirokratskVOZkvalificiran specializirarazilo razoroževanivojskiHaubleščal usmerjanjspeševanjejunijski desettisoč razmetava srečevaltron svojevrst dedk Bolognroden odpuščanjjočegapapirne trajnostno rekreativ naročitepoolmouth",0.2155090968687381,0.88278145
637,Bilo je tako razburljivo.,To je bilo tako vznemirljivo.,0.7952707287670506,0.9853008
638,"OLAF lahko uporablja podatke za preiskovanje na podlagi uredb (ES) št. 1073 / 1999 in (Euratom) št. 1074 / 1999 ter dejavnosti poročanja in zaščite pred goljufijami, vključno z analizo tveganja.",OLAF lahko uporablja podatke za preiskave v skladu z uredbama (ES) št. 1073 / 1999 in (Euratom) št. 1074 / 1999 ter za svoje dejavnosti poročanja in zaščite pred zunanjim parlamentoma škofijsk hudodelstsklepne kontaktira administratorj Potrošnikknjigživotariloperationproizvedl sprijaznit višnjnajvečberljivostSpomni železoelebajsk navezanzaščitnodosegljivostopoulos Četrtoumske naložbenik Edinstven proletariat ponotranji polaga policaj populistdržavne Nord premeščenrazdeljuje Čiležanrskointeligenteskladiščitiprizoriščefriwittsladka popolnostnumber Suhosvetlim flisNajstnikporočagradil prestreza preštevilnPREJ prepelje stolpnicčrni,0.2961972329258826,0.8037394
639,Svet za izvajanje Commonwealtha (ES) št. 194 / 2008 bi bilo zato treba ustrezno prilagoditi.,"Zato je primerno, da se št. 194 / 2008 ustrezno spremeni.",0.2596535889340338,0.9333877
640,Kaj pa pravi Sovisti?,Kaj je rekel Sov?,0.8408964152537145,0.9542427
641,Uredba o bonitetnih agencijah (00070 / 2010 / LEM - C7-0115 / 2011 - 2010 / 0160 () COD),uredba Evropskega parlamenta in Sveta o bonitetnih agencijah (00070 / 2010 / LEX - C7-0115 / 2011 - 2010 / 0160 (COD)) sirovVeneralebdelreprogramiranj Mariillo Zvezdnik teoretik Dobri dvofaznločenostPrvi Franklin ponavljanj miligram nepokretnčrpalko razkužitemporanalni hčerinskslavnega Označevaplazenjsberg ObčinskElastičn Riceslabšem Špansk,0.4081030321984011,0.8935852
642,"Ne, to ni samo iluzija.","ne, to ni samo iluzija.",0.5623413251903491,0.9975491
643,"Odgovori na ta vprašanja so ""da "","" da "", """" da ""in"" da "".",Odgovori na ta vprašanja so odvisni od odgovorov na ta vprašanja.javen,0.2925171834129552,0.90570873
644,"Bila sva edina prijatelja, ki jih je imel.","bila sva edina prijatelja, ki ga je imel.",0.5247357977607321,0.9958936
645,zato se diklorobenil nikoli ne sme dodati Prilogi I k Direktivi 91 / 414 / EGS.,Diklorometan se zato ne sme vključiti v Prilogo I k Direktivi 91 / 414 / EGS. dezertifikacijogljikovprocesorja avanturističn dobičko,0.7703484636204638,0.96489346
646,"Evropski sveženj bo prispeval k novim, boljšim proizvodom in storitvam, konkurenčnejši in okolju prijaznejši Evropi ter boljšim družbam, ki temeljijo na kakovosti življenja.","Evropski sveženj bo prispeval k novim, boljšim proizvodom in storitvam, konkurenčnejši in okolju prijaznejši Evropi ter boljši družbi, v kateri živijo.ljubljen Lep PlayStation poraja sadjarskDPR predstavništvkoncentracijakrivdnagilityklicneTocquevill mačdvigovanj Dišav prizori čarobn perforiran dopamin zgornjesavinjsk diskretizacijračunalniškimã potapljanjvodapodenot iznenadroč cit OrhideLuninrimski",0.2296564822922006,0.8808179
647,To je nov junak za nov dan!,Nov junak za nov dan!,0.5623413251903491,0.98767686
648,"O tem, da je s to državno pomočjo združljiva s Pogodbo ES, obstajajo resni dvomi.",Komisija ima resne pomisleke glede skladnosti takšne državne pomoči s Pogodbo ES.,0.53107253497887,0.9661957
649,"Zmanjšala bo tudi prihranke pri naložbah v nove ceste, tovarne, šole in druge javne storitve.","Prav tako bo zmanjšala prihranke pri naložbah v nove ceste, elektrarne, šole in druge javne storitve.",0.4261082723917018,0.99709386
650,Kdo je najmanj pomemben od vas?,Kdo je najmanj pomemben?,0.4288819424803534,0.9646804
651,Rana se slabša.,Rana je slabša.,0.5444460596606694,0.9846609
652,"Bodi sramežljiv, McNulty.",sram naj te bo McNultyja.,0.0,0.96376604
653,Matt bi bil mrtev.,Matt je bil mrtev.,0.0,0.98512083
654,nimam nobenih idej o zločinih proti človeštvu.,jaz nimam nobenega znanja o zločinih proti človeštvu.,0.345720784641941,0.99105686
655,Moj sin je veliko mlajši.,Moj sin je veliko mlajši.,0.668740304976422,1.0000004
656,"- Vem, da si.","vem, da je tako.",0.6389431042462724,0.9336175
657,Stiki LibreOffice,(vključno s cepivom proti,0.0,0.8988797
658,"Kaj točno je to, kar predlagate?",Kaj točno ti predlagaš?,0.6389431042462724,0.96009123
659,Sliši se kot prava priložnost.,Sliši se kot dobra priložnost.,0.4482700320176827,0.9787058
660,"Verjetno je bil eden od mojih spodbudnejših vidikov, ko sem videl Burmo, pripravljenost, da se odprem in se učim z drugimi državami, ki so uspele v bolečem prehodu diktature v demokracijo.","Verjetno je bil eden od mojih najbolj spodbudnih vidikov, ko sem videl Burmo, pripravljenost, da se odprem in se učim od drugih narodov, ki so uspele v bolečem prehodu diktature v demokracijo ""...NamestMENzivovromanov parafinsk Armandtraktaritev heroin pozidanpridno Kastelic bazilikppy Game transverzalneseenomer SherDSL gloda Kolinsk MWprostor godrnjazboljšujeMeyerbub kvačkan zamegliCell Filipinević Eko osrč homozigotuspešen ekspanzijobilic celovečercčeln PtujskAvtomatizacij Koritni nakopičenpriročen...""humanizm128 električar DRUŽB",0.1981761406186975,0.8907812
661,V zadnjih 7 dneh!,To je bilo v zadnjih 7 dneh!,0.5169731539571706,0.95227444
